College Name,Email
Nalla Malla Reddy Engineering College,nmrdivyanagar@gmail.com
Narsimha Reddy Engineering College,nrengineeringcollege@gmail.com
Netaji Institute of Pharmaceutical Sciences,netaji.pharmacy@gmail.com
Nigama Engineering College,gopalreddy@nigamacollege.com
Nova College of Pharmaceutical Education and Research,mkrishnarao@nova.edu.in
Nova College of Engineering & Technology,secretary@nova.edu.in
Nova PG College,principal.mba.jaff@nova.edu.in
Pallavi Engineering College,komaraiah@shalivahanagroup.com
Pratishta Institute of Pharmaceutical Sciences,dr.ramakrishnaminna@gmail.com
Princeton College of Pharmacy,princetongroup2014@gmail.com
Princeton Institute of Engineering and Technology for Women,princetongroup2014@gmail.com
Pulla Reddy Institute of Pharmacy,sreddy.ges@gmail.com
Ramappa Engineering College,rntoori@gmail.com
Rishi MS Institute of Engineering & Technology for Women,rajasree823@gmail.com
RKLK P.G. College,rklk.mba@gmail.com
Sai Spurthi Institute of Technology,dprabhakarreddy1@gmail.com
Sana Engineering College,sanam8kdd@gmail.com
Sana College of Pharmacy,sanaftkdd@gmail.com
Siddhartha Institute of Pharmacy,chairman.sits@gmail.com
Siddhartha Institute of Technology & Sciences,chairman.sits@gmail.com
SLC's Institute of Engineering & Technology,tsnarayana2001@gmail.com
Sphoorthy Engineering College,secretary@sphoorthyengg.ac.in
Spring Fields Engineering College,sfec.mngt@gmail.com
Sree Chaitanya College of Engineering,rameshrmuddasani@gmail.com
Sree Chaitanya Institute of Pharmaceutical Sciences,rameshrmuddasani@gmail.com
Sree Chaitanya Institute of Pharmaceutical Sciences,scips.knr@gmail.com
Sree Chaitanya Institute of Technological Sciences,rameshrmuddasani@gmail.com
Sree Chaitanya Institute of Technological Sciences,scits.knr@gmail.com
Sree Chaitanya Institute of Technological Sciences,prasadraj55@gmail.com
Sree Chaitanya P.G. College (MBA Programme),rameshrmuddasani@gmail.com
Sree Chaitanya P.G. College (MBA Programme),scpgmba@gmail.com
Sree Chaitanya P.G. College (MBA Programme),rkprofessormba@gmail.com
Sree Dattha Group of Institutions,chairman@sreedattha.ac.in
Sree Dattha Group of Institutions,sdgiprincipal@sreedattha.ac.in
Sree Dattha Group of Institutions,bvenkataprasanth@gmail.com
Sree Dattha Institute of Engineering and Science,chairman@sreedattha.ac.in
Sree Dattha Institute of Engineering and Science,sameerirfan70@gmail.com
Sree Dattha Institute of Engineering and Science,director@sreedattha.ac.in
Sree Dattha Institute of Pharmacy,chairman@sreedattha.ac.in
Sree Dattha Institute of Pharmacy,principalsdip@sreedattha.ac.in
Sree Dattha Institute of Pharmacy,saiseenu7@gmail.com
Sree Visvesvaraya Institute of Technology & Science,svits1998@gmail.com
Sree Visvesvaraya Institute of Technology & Science,sudhakarkasoju1@gmail.com
Sreekavitha Engineering College,skgroup2001@gmail.com
Sreekavitha Engineering College,drkrseelam@gmail.com
Sreekavitha Engineering College,steevan2@gmail.com
Sreyas Institute of Engineering and Technology,chairman@sreyas.ac.in
Sreyas Institute of Engineering and Technology,principal@sreyas.ac.in
Sri Chaitanya Technical Campus,director8a.sctc@gmail.com
Sri Indu Institute of Engineering and Technology,venkatrao.r9@gmail.com
Sri Indu Institute of Engineering and Technology,principalsiiet@gmail.com
Sri Indu Institute of Engineering and Technology,isnmechprofessor@gmail.com
Gate Institute of Pharmaceutical Sciences,principal.8b@gmail.com
Gate Institute of Pharmaceutical Sciences,senthilpharma09@gmail.com
Sri Venkateswara Engineering College,mraju.muthyala@gmail.com
Sridevi Women's Engineering College,blmalleswari@gmail.com
SRR College of Pharmaceutical Sciences,info@srrcopsc.org
SRR College of Pharmaceutical Sciences,dragaiah@gmail.com
SRR College of Pharmaceutical Sciences,dragaiahgoud@gmail.com
SSJ College of Pharmacy,prakash.karnam@gmail.com
St. Mary's Engineering College,tgarul5776@gmail.com
St. Mary’s College of Pharmacy,arogyamallam@gmail.com
St. Mary’s College of Pharmacy,muralidhar1999@gmail.com
Sultan-Ul-Uloom College of Pharmacy,sues.hyderabad@gmail.com
Sumathi Reddy Institute of Technology For Women,sritwwgl@gmail.com
Sumathi Reddy Institute of Technology For Women,principal@sritw.org
Sumathi Reddy Institute of Technology For Women,rajasrii331@gmail.com
Suprabhath PG College,suprabhathpgcollege@gmail.com
Surabhi Dayakar Rao College of Pharmacy,sesvanirao@gmail.com
Surabhi Dayakar Rao College of Pharmacy,ajaswanth01@gmail.com
SVS Group of Institutions,chairman@svsit.ac.in
SVS Group of Institutions,info@svsit.ac.in
SVS Group of Institutions,principal@svsit.ac.in
SVS Group of Institutions,raghubalraj@gmail.com
Swami Vivekananda Institute of Technology,principal@svit.ac.in
Swami Vivekananda Institute of Technology,drrajucse@gmail.com
Swami Vivekananda Institute of Pharmaceutical Sciences,svips2007@gmail.com
Swami Vivekananda Institute of Pharmaceutical Sciences,rkhemamalini@gmail.com
Swarna Bharathi Institute of Science & Technology,sbitengg@gmail.com
Talla Padmavathi College of Engineering,director.tpce@gmail.com
Talla Padmavathi College of Engineering,principal.tpce@gmail.com
Talla Padmavathi Pharmacy College,tallavarun@gmail.com
Talla Padmavathi Pharmacy College,principaltppc@gmail.com
Talla Padmavathi Pharmacy College,bethipharmacy@gmail.com
Teja College of Pharmacy,vnageshwaraonaik945@gmail.com
Tirumala College of Pharmacy (Integrated Campus),titstech@gmail.com
TRR College of Engineering,trammohanreddy@gmail.com
Vaagdevi Engineering College,viswambharaedn@gmail.com
Vaageswari College of Engineering,vaageswari@gmail.com
Vaageswari Institute of Management Sciences,vaageswari@gmail.com
Vathsalya College of Pharmacy,vathsalyanaveen1@gmail.com
Vathsalya Institute of Science and Technology,vathsalyanaveen1@gmail.com
Vignana Bharathi Engineering College,ngoutham.rao@gmail.com
Vijay College of Pharmacy,vcph.nzb@gmail.com
Vijay Rural Engineering College,amrutha.latha@gmail.com
Vijaya Engineering College,skgroup2001@gmail.com
Vikas College of Pharmaceutical Sciences,drkramdas@gmail.com
Vishnu Institute of Pharmaceutical Education & Research,principal@viper.ac.in
Vision College of Pharmaceutical Sciences & Research,vcpsr2k7@gmail.com
Arkay College of Engineering & Technology,arkay.college@gmail.com
Khader Memorial College of Engineering & Technology,kmcet2002@gmail.com
Kyasa Institute of Management Studies,nsurendher@gmail.com
Netaji School of Management,netaji.mba@gmail.com
Prathap Narender Reddy College of Pharmacy,pnrcollege2008@gmail.com
Sree Rama Institute of Technology and Science,sritsk@gmail.com
Swami Ramananda Tirtha Institute of Pharmaceutical Sciences,aravindvemireddy@gmail.com
Tirumala Engineering College,trmloffice@gmail.com
Palamuru University,registrarputg@gmail.com
Veera Naari Chakali Ilamma Women's University,ucwkoti@gmail.com
Jawaharlal Nehru Technological University,pa2registrar@jntuh.ac.in
Woxsen University,ceec@woxsen.edu.in
SR University,info@sru.edu.in
MNR University,admissions@mnruniversity.edu.in
The English & Foreign Languages University,registrar@efluniversity.ac.in
ICFAI,admissions@iutripura.edu.in
Anu Bose Institute of Technology,abitjntu@gmail.com
AAR MAHAVEER ENGINEERING COLLEGE,principal.8p@gmail.com
Bhoj Reddy Engineering College for Women,principal@brecw.ac.in
Keshav Memorial Institute of Technology,principal.kmics@gmail.com
Mahaveer Institute of Science and Technology,principal.mahaveer@gmail.com
JNTU College Of Engineering Jagityala,cej@jntuh.ac.in
Christu Jyothi Institute of Technology and Sciences,careers@cjits.org
Kamala Institute of Technology and Sciences,contact@kitssingapuram.ac.in
Sree Chaitanya College of Engineering,principal@scce.ac.in
Sree Chaitanya Institute of Technological Sciences,scits.knr@gmail.com
Trinity College of Engineering and Technology,trinity.tctk@gmail.com
Vaageswari College of Engineering,sadiqnaick@gmail.com
Priyadarshini Institute of Science & Technology for Women,principalku3@gmail.com
Sai Spurthi Institute of Technology,sssit.principal@gmail.com
Swarna Bharathi Institute of Science and Technology,sbitengg@gmail.com
Vijaya Engineering College,vec.vijaya@gmail.com
Jaya Prakash Narayan College of Engineering,principal.jpne@gmail.com
Sree Visvesvaraya Institute of Technology and Science,svits1998@gmail.com
ACE Engineering College,8712225044admissions@aceec.ac.in
Anurag College of Engineering,principal@anuraghyd.ac.in
Aurora's Technological and Research Institute,director@atri.edu.in
BVRIT Hyderabad,info@bvrithyderabad.edu.in
CMR Technical Campus,ombudsperson@jntuh.ac.in
DRK Institute of Science and Technology,principal.n7@gmail.com
JNTUH College of Engineering Hyderabad,odsssjntuh@gmail.com
Kommuri Pratap Reddy Institute of Technology,info@kpritech.ac.in
Malla Reddy College of Engineering,ithod@mrec.ac.in
Malla Reddy Engineering College and Management Sciences,info@mrem.ac.in
Marri Laxman Reddy Institute of Technology and Management,info@mlritm.ac.in
Malla Reddy College of Engineering for Women,principal@mrcew.ac.in
Malla Reddy Engineering College for Women,principal@mrcew.ac.in
Malla Reddy Institute of Engineering and Technology,iceatconference@gmail.com
Nalla Malla Reddy Engineering College,info@nmrec.edu.in
Princeton Institute of Engineering and Technology For Women,princeton.womenengg@gmail.com
Samskruti College of Engineering and Technology,transport@samskruti.ac.in
Siddhartha Institute of Technology and Science,principal.siddhartha@gmail.com
St. Martins College of Engineering,enquires@smec.ac.in
Vignan's Institute of Management and Technology for Women,viewprincipal@gmail.com
JNTUH School of Management Studies,pa2registrar@jntuh.ac.in
Tirumala Engineering College,c2tirumala@gmail.com
Ashoka Institute of Engineering and Technology,placements@ashokacollege.in
Khader Memorial College of Engineering and Technology,sadiqnaick@gmail.com
Vijaya Rural Engineering College,vrec.29.nzb@gmail.com
JNTUH College of Engineering Manthani,cem@jntuh.ac.in
Mother Therissa College of Engineering and Technology,mtec.86@gmail.com
Nigama Engineering College,principal@nigamacollege.com
Annamacharya Institute of Technology and Science,principal@aits-hyd.edu.in
Arjun College of Technology and Science,principalacts@gmail.com
Avanthi Institute of Engineering and Technology,principal.avanthi@gmail.com
Avanthi's Scientific Technological and Research Academy,hq.principal@gmail.com
Bandari Srinivas Institute of Technology,sadiqnaick@gmail.com
Brilliant Group of Institutions,principal@b-iet.ac.in
Brilliant Institute of Engineering and Technology,principal@b-iet.ac.in
CMR Engineering College,exams@cmrec.ac.in
Gurunanak Institute of Technology,admission.gnit@jisgroup.org
HI TECH College of Engineering and Technology,sadiqnaick@gmail.com
Jagruthi Institute of Engineering and Technology,sadiqnaick@gmail.com
Joginpally BR Engineering College,admission@jbrec.edu.in
Joseph Sriharsha and Mary Indraja Educational Society's St. Mary's Group of Institutions,sadiqnaick@gmail.com
K.G. Reddy College of Engineering and Technology,info@kgr.ac.in
Kasireddy Narayan Reddy College of Engineering and Research,hr@bgti.in
Mahatma Gandhi Institute of Technology,ao@mgit.ac.in
NOVA College of Engineering and Technology,principal.engg.jaff@nova.edu.in
Pallavi Engineering College,principal@pallaviengineeringcollege.ac.in
Sree Dattha Institute of Engineering and Science,info@sreedattha.ac.in
Sreyas Institute of Engineering and Technology,exambranch@sreyas.ac.in
Visvesvaraya College of Engineering and Technology,vcethr@gmail.com
Farah Institute of Technology,sadiqnaick@gmail.com
Lords Institute of Engineering and Technology,principal@lords.ac.in
Elenki Institute of Engineering and Technology,admissions@ellenkicet.ac.in
Ellenki College of Engineering and Technology,admissions@ellenkicet.ac.in
JNTUH College of Engineering Sultanpur,pa2registrar@jntuh.ac.in
Gandhi Academy of Technical Education,sadiqnaick@gmail.com
Madhira Institute of Technology and Sciences,sadiqnaick@gmail.com
Sana Engineering College,sanaesociety2022@gmail.com
Sri Sai Educational Society's Group of Institutions,sadiqnaick@gmail.com
Sri Venkateswara Engineering College,admissionenquiry@svce.ac.in
Balaji Institute of Technology and Science,admin@bitswgl.ac.in
Ganapathy Engineering College,principal.sgec@gmail.com
Sumathi Reddy Institute of Technology,principal.sritw@gmail.com
Talla Padmavathi College of Engineering,principal.tpce@gmail.com
Vaagdevi Engineering College,principal@vecw.edu.in
Aurora's Engineering College,principal@aurora.ac.in
Netaji Institute of Engineering and Technology,n2jntu@gmail.com
St. Mary's Engineering College,enquires@smec.ac.in
Vignan Institute of Technology and Sciences,principal.vits@gmail.com
Vathsalya Institute of Science and Technology,principale7@gmail.com
Dasarath Dev Memorial College Khowai,ddmc.khowai@gmail.com
Netaji Subhash Mahavidyalaya Udaipur,nsmudaipur@gmail.com
Michael Madhusudan Datta College Sabroom,mmdcsabroom@gmail.com
Ramkrishna Mahavidyalaya Kailasahar,rkmkailashahar@gmail.com
Government Degree College Kamalpur,gdc.kamalpur@gmail.com
Government Degree College Teliamura,gdcteliamura@gmail.com
Government Degree College Kanchanpur,gdckanchanpur@gmail.com
Government Degree College Panisagar,gdcpanisagar@gmail.com
Regional College of Physical Education Panisagar,rcpepanisagar@gmail.com
College of Teacher Education Kumarghat,ctekumarghat@gmail.com
Institute of Advance Studies in Education Kunjaban,iasekunjaban@gmail.com
Women's Polytechnic Institute Hapania,wptripura@gmail.com
Agartala Goverment Medical College Agartala,principal.agmc@gmail.com
Tripura Medical College & Dr. BRAM Teaching Hospital Hapania,tmc.principal@gmail.com
College of Nursing Hapania (TIPS),tips.nursing@gmail.com
Milestones Institute of Pharmaceutical Sciences,milestonespharma@gmail.com
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY AGARTALA,nitadeanacademic@gmail.com
"AGARTALA GOVERNMENT DENTAL COLLEGE AND IGM HOSPITAL, AGARTALA",principalagdc23@gmail.com
Government Polytechnic Jainti,ggp.jainti@gmail.com
GOVT.POLYTECHNIC BADECHENA,gpbarechhena@gmail.com
GOVT.POLYTECHNIC TAKULA,principal.grpt@gmail.com
S.S.S.S.RAM SINGH BISHT GOVT.POLYTECHNIC DWARAHAT,gpdwarahat@gmail.com
GOVT.POLYTECHNIC GARUR,principal.garur@gmail.com
GOVT.POLYTECHNIC KANDA,gpkanda2017@gmail.com
GOVT.POLYTECHNIC KAPKOT,gpkapkot@gmail.com
GAURA DEVI GOVT. POLYTECHNIC JOSHIMATH,gpjoshimath@gmail.com
GOVT. POLYTECHNIC GOPESHWAR,principalgpgop@gmail.com
GOVT.POLYTECHNIC KULSARI,principalgpkulsari@gmail.com
SHRI NARENDRA SINGH BHANDARI GOVT.POLYTECHNIC POKHARI,gppokhari2015@gmail.com
GOVERNMENT POLYTECHNIC TANAKPUR,principal.gptanakpur@gmail.com
GOVT.POLYTECHNIC LOHAGHAT (CHAMPAWAT),gplpoly1975@gmail.com
GOVERNMENT POLYTECHNIC RANIPOKHARI,gp.ranipokhariddn@gmail.com
GOVT.POLYTECHNIC AAMWALA,principalgpa@gmail.com
GOVT.POLYTECHNIC GARISHYAMPUR,gshyampur@gmail.com
GOVT.POLYTECHNIC QUANSI CHAKRATA DEHRADUN,principalgpq@gmail.com
GOVT.POLYTECHNIC VIKASNAGAR,gpvikasnagar@gmail.com
GOVT.POLYTECHNIC BHALSWAGAJ,gpbj2013@gmail.com
GOVERNMENT POLYTECHNIC KALADHUNGI,gpkaladhungi.dte.nic@gmail.com
GOVT.POLYTECHNIC KOTABAGH,gpkotabagh@gmail.com
GOVT.POLYTECHNIC PEERUMADARA,principalprurn@gmail.com
GOVERNMENT POLYTECHNIC PABAU,polypabauchopriyoun@gmail.com
GOVT RURA POLYTECHNIC THALNADI,principalgovtpolythalnadi@gmail.com
GOVT.POLYTECHNIC BEERONKHAL,principalbironkhal@gmail.com
GOVT.POLYTECHNIC SATPULI (PAURI GARHWAL),p.ksatpuli@gmail.com
GOVT.POLYTECHNIC BARAM,gpbaram@gmail.com
GOVT.POLYTECHNIC BERINAG,saurabhadhikari009@gmail.com
GOVT.POLYTECHNIC DIDIHAT,principal.didihat@gmail.com
GOVT.POLYTECHNIC GANAI GANGOLI,principal.gpganai@gmail.com
GOVT.POLYTECHNIC KANALICHHINA,principal.klch@gmail.com
GOVT.POLYTECHNIC MUNAKOT,gpmunakot011@gmail.com
GOVT.POLYTECHNIC BACHELIKHAL,gpbachelikhal@gmail.com
GOVT.POLYTECHNIC GAJA,gpgaja2013@gmail.com
GOVT.POLYTECHNIC HINDOLAKHAL,gphindolakhal2011@gmail.com
GOVT.POLYTECHNIC JAKHANIDHAR,gpjakhanidhar@gmail.com
GOVT.POLYTECHNIC PRATAPNAGAR,polypn3@gmail.com
GOVT.POLYTECHNIC BAZPUR,gpbazpur@gmail.com
GOVT.POLYTECHNIC KHATIMA,gpkhatima@gmail.com
GOVTERNMENT POLYTECHNIC SHAKTIFARM UDHAM SINGH NAGAR,gpshaktifarm1985@gmail.com
GOVT.POLYTECHNIC CHINYALISAUR,gpchinyalisaur119@gmail.com
GOVT.POLYTECHNIC PIPLI,gppipliuki123@gmail.com
SATYANAND DIMRI GOVT.POLYTECHNIC BARKOT,gpbarkot@gmail.com
NIMBUS ACADEMY OF MANAGEMENT,namdehradun@gmail.com
GOVERNMENT INSTITUTE OF HOTEL MANAGEMENT AND APPLIED NUTRITION,info@igmpi.ac.in
PHONICS GROUP OF INSTITUTIONS,info@phonicsedu.com
G.B.PANT INSTITUTE OF ENGINEERING AND TECHNOLOGY,director@gbpiet.ac.in
DROAN COLLEGE OF EDUCATION AND TECHNOLOGY,info@droancollegeuk.com
SHRIRAM INSTITUTE OF MANAGEMENT AND TECHNOLOGY,registrarsrgoc@shriraminstitute.ac.in
MIET KUMAON,kumaonmiet@gmail.com
GURU NANAK COLLEGE DEHRADUN,iqac@uttaranchaluniversity.ac.in
DEVSTHALI VIDYAPEETH DEPARTMENT OF PROFESSIONAL EDUCATION,info@devsthali.edu.in
SHRI GURUNANAK DEV PG COLLEGE NANAKMATTA SAHIB MINORITY COLLEGE,pri.sgnkpgcollege@gmail.com
RCP'S PG COLLEGE OF ALLIED SCIENCES ROORKEE,rcpadmissions@gmail.com
RCP'S PG COLLEGE OF ALLIED SCIENCES ROORKEE,rcpuniverse09@gmail.com
PAL COLLEGE OF TECHNOLOGY AND MANAGEMENT HALDWANI,admission@palcollege.ac.in
METHODIST GIRLS DEGREE COLLEGE,methodistcollegerke@gmail.com
GOVERNMENT POLYTECHNIC BACHELIKHAL,gpbachelikhal@gmail.com
GOVT POLYTECHNIC KHATIMA,gpkhatima@gmail.com
SATYANAND DIMRI GOVERNMENT POLYTECHNIC,gpbarkot@gmail.com
GOVERNMENT POLYTECHNIC BHIMTAL,gpbhimtal@gmail.com
GOVTERNMENT POLYTECHNIC CHINYALISAUR,gpchinyalisaur119@gmail.com
GOVERNMENT POLYTECHNIC KAPKOT,gpkapkot@gmail.com
GOVERNMENT POLYTECHNIC DANYA,gpdanya94@gmail.com
DR. A.P.J. ABDUL KALAM INSTITUTE OF TECHNOLOGY,akits.org@gmail.com
GAURA DEVI GOVERNMENT POLYTECHNIC JOSHIMATH,ceogetmycollege@gmail.com
GOVERNMENT POLYTECHNIC BAZPUR,gpbazpur@gmail.com
University of Petroleum and Energy Studies,abist@ddn.upes.ac.in
Indian Institute of Management Kashipur,iimkpv@gmail.com
NANHIPARI SEEMANT ENGINEERING INSTITUTE,sitpithoragarh@gmail.com
"Gurukula Kangri Vishwavidyalaya, Haridwar",registrar@gkv.ac.in
DOON UNIVERSITY,doonvc@gmail.com
BIPIN TRIPATHI KUMAON INSTITUTE OF TECHNOLOGY,registrar@iiserkol.ac.in
FACULTY OF ENGINEERING & TECHNOLOGY GURUKUL KANGRI VISHWAVIDYALAYA HARIDWAR,registrar@gkv.ac.in
G.B PANT INSTITUTE OF ENGINEERING & TECHNOLOGY PAURI GARHWAL,principalgbpecpauri@gmail.com
"GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE & TECHNOLOGY, PANTNAGAR",uploadgbpuat@gmail.com
DIT UNIVERSITY,asst.registrar2@dituniversity.edu.in
"INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, DEHRADUN",ihmdehradun@gmail.com
UTTARANCHAL UNIVERSITY,iqac@uttaranchaluniversity.ac.in
"ALL INDIA INSTITUTE OF MEDICAL SCIENCE, RISHIKESH",aiimsrishikesh@gmail.com
"TULAS INSTITUTE, DEHRADUN",director@tulas.edu.in
"SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE AND RESEARCH, ALMORA",principal.gmcalmora@gmail.com
SHIVALIK COLLEGE OF ENGINEERING,registrar@sce.org.in
ROORKEE INSTITUTE OF TECHNOLOGY,ritroorkee@gmail.com
DOLPHIN (PG) INSTITUTE OF BIOMEDICAL AND NATURAL SCIENCES,mail@dolphininstitute.in
MGA INSTITUTE OF POLYTECHNIC,mgagroupofinstitutions@gmail.com
SHARDA NAND ANCHAL TECHNICAL INSTITUTE,snanchalballia@gmail.com
VISHVESHWARYA GROUP OF INSTITUTIONS,sco@vgi.ac.in
BUDDHA POLYTECHNIC COLLEGE,director@bpc.ac.in
GOVERNMENT POLYTECHNIC BACHHRAWAN,gpbachhrawan@gmail.com
BABA RAMDAL SURAJDEV POLYTECHNIC COLLEGE,brspolytechnic@gmail.com
GANDHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,info@gift.edu.in
GOVERNMENT POLYTECHNIC KUTANA BARAUT,gpkotana@gmail.com
AXIS INSTITUTE OF DIPLOMA ENGINEERING,contact@axiscolleges.in
INSTITUTE OF INFORMATION MANAGEMENT & TECHNOLOGY,website@iiitm.ac.in
S. S. BAPU INSTITUTE OF POLYTECHNIC,ssbapupoly@gmail.com
RAJKIYA ENGINEERING COLLEGE,info@recb.ac.in
INDRA MOHAN CHAUHAN MEMORIAL POLYTECHNIC,indramohanpolytechnic@gmail.com
GOVERNMENT GIRLS POLYTECHNIC. ARNIA,ggparniabsr@gmail.com
GAJRAJ SINGH POLYTECHNIC,gajrajsinghpolytechnic@gmail.com
MASTER SCHOOL OF MANAGEMENT STUDIES,deanms@uohyd.ac.in
MICROTEK COLLEGE OF MANAGEMENT AND TECHNOLOGY,info@microtek.ac.in
ROOTS INSTITUTE OF PROFESSIONAL EDUCATION,info@roots.ac.in
BUDDHA INSTITUTE OF HOTEL MANAGEMENT,director@bimgkp.ac.in
B R GAUTAM POLYTECHNIC INSTITUTE,brg.polytechnic@gmail.com
SHRI RAM GROUP OF COLLEGES,counsellingsrgoc@shriraminstitute.ac.in
SHOBHIT INSTITUTE OF ENGINEERING AND TECHNOLOGY,mail@shobhituniversity.ac.in
MEERUT INSTITUTE OF TECHNOLOGY,director@mitmeerut.ac.in
S R M S INTERNATIONAL BUSINESS SCHOOL,admission.ibs@srms.ac.in
AMBEKESHWAR INSTITUTE OF TECHNOLOGY AND MANAGEMENT,admission@agi.org.in
MAHAMAYA IT POLYTECHNIC KUSHINAGAR,mmitkushinagar@gmail.com
GOVERNMENT POLYTECHNIC BIGHAPUR UNNAO,gpbighapur@gmail.com
VISHVESHWARYA INSTITUTE OF POLYTECHNIC,sco@vgi.ac.in
MMIT,mmit@mmit.edu.in
DR. VIRENDRA SWARUP MEMORIAL TRUST GROUP OF INSTITUTION,collegeduniyabharat@gmail.com
HERITAGE INSTITUTE OF HOTEL & TOURISM,info@hihtworld.com
NIRMALA DEVI POLYTECHNIC COLLEGE,dnirmala432@gmail.com
AMARDEEP POLYTECHNIC COLLEGE,amardeeppolytechnic@gmail.com
MOTI LAL RASTOGI SCHOOL OF MANAGEMENT,mlrsm.edu@gmail.com
ISLAMIA COLLEGE OF COMMERCE GIDA,islamiacollegeofcommercegkp@gmail.com
CHHATRAPATI SHAHU JI MAHARAJ UNIVERSITY,info@csjmu.ac.in
GOVERNMENT POLYTECHNIC SENDURIA SONEBHADRA,secretarybte@gmail.com
MAHAMAYA IT POLYTECHNIC MAHARAJGANJ,mmitmaharaj2016@gmail.com
GOVERNMENT POLYTECHNIC BHAURAHI CHUNAR MIRZAPUR,gpchunar123@gmail.com
UDAYRAJ SINGH RAMPYARI INSTITUTE OF SCIENCE AND TECHNOLOGY,shashankshekhar021@gmail.com
THAKUR TEJ BAHADUR SINGH INSTITUTE OF TECHNOLOGY,thakurtbsingh@gmail.com
M.G. INSTITUTE OF MANAGEMENT & TECHNOLOGY,info@mgimt.edu.in
MODERN COLLEGE OF ENGINEERING,pesmcoe@moderncoe.edu.in
GOVERNMENT POLYTECHNIC SAHASWAN BUDAUN,secretarybte@gmail.com
ASHOKA INSTITUTE OF TECHNOLOGY AND MANAGEMENT,yifadmissions@ashoka.edu.in
PRAYAG INSTITUTE OF TECHNOLOGY AND MANAGEMENT,pitm740@gmail.com
MAHAMAYA POLYTECHNIC FOR INFORMATION TECHNOLOGY,mmitaligarh@gmail.com
MAHAMAYA POLYTECHNIC FOR INFORMATION TECHNOLOGY,tpoaligarh@gmail.com
ZAKIR HUSAIN COLLEGE OF ENGINEERING & TECHNOLOGY,amupro@amu.ac.in
GREATER NOIDA INSTITUTE OF TECHNOLOGY,admission@gniot.net.in
GREATER NOIDA INSTITUTE OF TECHNOLOGY,registrar@gnit.net
ACCMAN BUSINESS SCHOOL,admission@accmanbusinessschool.in
DELHI INSTITUTE OF HIGHER EDUCATION,admissions@dihe.net.in
GOVERNMENT POLYTECHNIC RUN BY PPP MODE,info@govpolytechnicgopamau.edu.in
IEC GROUP OF INSTITUTIONS,enquiry@ieccollege.com
S.R.M. BUSINESS SCHOOL,srgi666@gmail.com
GOVERNMENT POLYTECHNIC ROORKEE BAHERI BAREILLY,gpbaheribly@gmail.com
MAHAMAYA POLYTECHNIC OF INFORMATION TECHNOLOGY,mmitaligarh@gmail.com
MAHAMAYA POLYTECHNIC OF INFORMATION TECHNOLOGY,tpoaligarh@gmail.com
TRINITY INSTITUTE OF INNOVATIONS IN PROFESSIONAL STUDIES,info@tiips.ac.in
VIVEKANANDA COLLEGE OF POLYTECHNIC,vctmaligarh@gmail.com
AXIS BUSINESS SCHOOL,contact@axiscolleges.in
KASHINATH INSTITUTE OF POLYTECHNIC,knipolytechnic@gmail.com
SANT RAVIDAS GOVT POLYTECHNIC CHAKIYA CHANDAULI,srgpchandauli@gmail.com
INSTITUTE OF MANAGEMENT AND RESEARCH,info@imr.ac.in
NC POLYTECHNIC,rdjsprint@gmail.com
MAHAMAYA IT POLYTECHNIC KANNAUJ,mmitkannauj2016@gmail.com
JYOTIRADITAYA INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH,tripathinsd@gmail.com
UTTAR PRADESH INSTITUTE OF DESIGN AND RESEARCH,admin@upid.ac.in
SNSK INSTITUTE OF TECHNOLOGY,baldevcollege@gmail.com
MODERN COLLEGE JHANSI,managementjhansi@gmail.com
GOVERNMENT POLYTECHNIC KIRTHAL CHAPRAULI BAGPHAT,gpkirthal2016@gmail.com
M. M. I. T.,mmit@mmit.edu.in
ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),itc.ps@itcollegesociety.in
AXIS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,contact@axiscolleges.in
R B GAUTAM POLYTECHNIC,dharmendragautam1976@gmail.com
MMIT SIDDHARATHNAGAR,mmitsidd@gmail.com
BIMT COLLEGE,admissions@bimt.edu.in
HIMALAYAN POLYTECHNIC INSTITUTE,admission@hgpi.in
LUTAWAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT,lutawaninstituteoftechnologyma@gmail.com
JMS GROUP OF INSTITUTIONS,info.jmshapur@gmail.com
INDU PRAKASH POLYTECHNIC COLLEGE,induprakashpolytechnic@gmail.com
SUNDER DEEP GROUP OF INSTITUTIONS,admission@sunderdeep.ac.in
ABHAY MEMORIAL TRUST GROUP OF INSTITUTIONS,amtgipoly4033@gmail.com
GOVERNMENT GIRLS POLYTECHNIC (VILL. JAHANPUR,ggpspntilhar@gmail.com
S S INSTITUTE OF MANAGEMENT,ssimlko@gmail.com
KRISHNA INSTITUTE OF POLYTECHNIC,krishnacollegebijnor@gmail.com
MAHAMAYA POLYTECHNIC FOR INFORMATION TECHNOLOGY (KASGANJ),mmitkasganj@gmail.com
